,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,score
41240,DualImputer,False,entropy,8,0.05,4,18,128,41,0.9122975277067347
41241,DualImputer,False,gini,12,0.4,6,18,64,41,0.9400255754475703
41242,"['DualImputer', 'PCA']",False,entropy,10,0.25,9,17,256,41,0.9239556692242112
41243,DualImputer,False,entropy,NoneType,0.4,1,7,512,41,0.9473785166240409
41244,DualImputer,True,gini,12,0.1,1,20,512,41,0.9459079283887467
41245,DualImputer,True,entropy,NoneType,0.35000000000000003,1,16,512,41,0.9356564364876384
41246,DualImputer,False,gini,12,0.45,6,4,8,41,0.945843989769821
41247,"['DualImputer', 'PCA']",False,entropy,10,0.4,11,12,512,41,0.921014492753623
41248,DualImputer,False,gini,8,0.25,1,12,512,41,0.9400468883205455
41249,DualImputer,False,gini,12,0.4,2,6,8,41,0.9458866155157715
41250,DualImputer,True,gini,10,0.4,1,16,512,41,0.941538789428815
41251,DualImputer,False,entropy,12,0.25,1,13,512,41,0.9459292412617222
41252,DualImputer,True,gini,12,0.45,1,10,8,41,0.9502983802216537
41253,"['DualImputer', 'PCA']",False,gini,12,0.1,3,19,256,41,0.9430093776641091
41254,DualImputer,True,entropy,11,0.45,1,4,256,41,0.9473572037510655
41255,DualImputer,False,gini,8,0.25,11,18,8,41,0.902003410059676
41256,DualImputer,False,entropy,10,0.3,6,3,256,41,0.9386402387041773
41257,DualImputer,False,entropy,10,0.45,1,18,512,41,0.9473572037510657
41258,DualImputer,False,entropy,NoneType,0.15000000000000002,6,17,512,41,0.9400682011935209
41259,DualImputer,False,gini,9,0.45,20,13,128,41,0.8711210571184995
41260,"['DualImputer', 'PCA']",True,gini,12,0.05,1,14,512,41,0.9342071611253197
41261,"['DualImputer', 'PCA']",False,entropy,9,0.25,15,12,512,41,0.921014492753623
41262,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.2,4,9,512,41,0.9312659846547314
41263,DualImputer,False,gini,NoneType,0.25,6,15,8,41,0.9341432225063938
41264,"['DualImputer', 'OneHotEncoder']",True,gini,NoneType,0.1,1,20,256,41,0.9312446717817562
41265,DualImputer,False,entropy,11,0.45,1,3,16,41,0.9429880647911337
41266,DualImputer,False,gini,10,0.25,7,19,512,41,0.9385976129582266
41267,DualImputer,False,gini,12,0.45,1,12,32,41,0.9488917306052855
41268,DualImputer,True,gini,12,0.2,1,3,512,41,0.9502983802216539
41269,"['DualImputer', 'PCA']",False,gini,NoneType,0.3,2,20,8,41,0.9180520034100598
41270,"['DualImputer', 'PCA']",False,gini,10,0.15000000000000002,6,2,512,41,0.9356990622335889
41271,"['DualImputer', 'PCA']",True,gini,11,0.2,3,3,512,41,0.9400682011935209
41272,DualImputer,False,gini,12,0.45,2,3,256,41,0.9473785166240407
41273,DualImputer,False,gini,10,0.05,6,2,256,41,0.902003410059676
41274,DualImputer,True,gini,11,0.4,1,19,16,41,0.9341858482523444
41275,NoneType,False,entropy,11,0.15000000000000002,2,2,128,32,0.9877191661841345
41276,PCA,False,gini,11,0.25,4,13,8,32,0.975982546116304
41277,PCA,True,entropy,11,0.4,6,5,32,32,0.9824419720406979
41278,PCA,False,gini,10,0.45,7,3,16,32,0.9768928778228141
41279,NoneType,False,gini,NoneType,0.25,6,8,512,32,0.9899023906030274
41280,NoneType,False,entropy,8,0.45,6,13,64,32,0.9816241211018282
41281,PCA,False,entropy,NoneType,0.2,1,9,8,32,0.9848984200512862
41282,NoneType,False,gini,9,0.2,5,8,32,32,0.9792590785011168
41283,NoneType,False,entropy,NoneType,0.15000000000000002,3,17,256,32,0.9897202415418975
41284,PCA,True,gini,11,0.1,1,12,512,32,0.9841708991645298
41285,NoneType,False,entropy,8,0.3,5,7,64,32,0.9783493258334023
41286,PCA,False,gini,11,0.05,2,3,16,32,0.9747993216974107
41287,NoneType,False,entropy,10,0.1,4,8,16,32,0.9758932914219539
41288,PCA,False,entropy,NoneType,0.25,10,11,8,32,0.9769829597154438
41289,NoneType,True,gini,12,0.35000000000000003,6,7,128,32,0.9868099098353875
41290,NoneType,False,gini,12,0.1,6,10,16,32,0.9788040367276036
41291,NoneType,True,gini,12,0.15000000000000002,4,12,8,32,0.9789853585904542
41292,NoneType,False,entropy,NoneType,0.15000000000000002,3,17,64,32,0.9884466043510629
41293,NoneType,False,gini,NoneType,0.2,6,10,512,32,0.9892655306476963
41294,NoneType,False,entropy,11,0.35000000000000003,2,14,8,32,0.9849894118620233
41295,PCA,False,gini,10,0.4,1,4,256,32,0.9834429646786335
41296,NoneType,False,entropy,NoneType,0.05,3,10,8,32,0.9813507320704773
41297,PCA,False,entropy,8,0.45,2,17,8,32,0.9694323765406567
41298,NoneType,True,entropy,11,0.2,6,20,512,32,0.9844443709157087
41299,PCA,False,gini,8,0.45,4,7,256,32,0.9673406402514682
41300,NoneType,True,entropy,10,0.25,1,4,8,32,0.9830792455951691
41301,NoneType,False,gini,10,0.15000000000000002,6,3,128,32,0.9822611464968153
41302,PCA,True,entropy,NoneType,0.25,5,12,128,32,0.9858993299693937
41303,PCA,False,entropy,9,0.2,2,13,32,32,0.9812596575399123
41304,NoneType,False,entropy,9,0.35000000000000003,1,5,16,32,0.9846261063776988
41305,NoneType,True,entropy,NoneType,0.2,7,4,256,32,0.9862637108114816
41306,NoneType,True,gini,11,0.05,3,6,512,32,0.9807145338737696
41307,NoneType,False,entropy,12,0.35000000000000003,7,4,128,32,0.9887198279427578
41308,NoneType,True,entropy,NoneType,0.2,8,5,512,32,0.9856270990156342
41309,PCA,False,entropy,NoneType,0.45,8,20,16,32,0.9816229630242368
41310,PCA,False,gini,NoneType,0.45,1,10,512,32,0.9884466043510629
41311,PCA,False,gini,NoneType,0.25,8,11,128,32,0.9872637935313093
41312,NoneType,False,gini,11,0.15000000000000002,3,2,512,32,0.9865368516833485
41313,PCA,False,gini,10,0.4,2,10,8,32,0.9751640334188105
41314,NoneType,False,entropy,12,0.2,16,14,8,32,0.9756195715112913
41315,NoneType,True,entropy,11,0.2,6,15,16,32,0.9818061047233023
41316,NoneType,False,gini,NoneType,0.3,8,7,64,32,0.9875370998428326
41317,NoneType,True,entropy,10,0.25,1,4,64,32,0.9872643725701051
41318,NoneType,False,gini,12,0.45,12,2,8,32,0.9791679212507238
41319,NoneType,True,gini,10,0.4,1,13,64,32,0.9850810654313837
41320,NoneType,False,gini,12,0.2,1,15,8,32,0.9837162709901565
41321,PCA,False,gini,10,0.05,15,2,512,32,0.974982463396476
41322,PCA,True,entropy,8,0.25,1,5,256,32,0.9780752750434278
41323,PCA,True,gini,NoneType,0.15000000000000002,11,8,128,32,0.9822604020183638
41324,NoneType,False,entropy,NoneType,0.1,6,18,512,32,0.9851723054016046
41325,PCA,False,entropy,NoneType,0.45,2,2,256,32,0.9886284225328812
41326,NoneType,True,entropy,8,0.45,2,12,16,32,0.979804946645711
41327,NoneType,False,gini,NoneType,0.15000000000000002,5,10,64,32,0.9885378443212838
41328,PCA,False,entropy,8,0.2,1,6,8,32,0.963518818760857
41329,OneHotEncoder,True,gini,NoneType,0.1,9,2,16,45,0.9517241379310345
41330,NoneType,False,entropy,NoneType,0.15000000000000002,6,18,16,32,0.9858081727190008
41331,OneHotEncoder,True,entropy,NoneType,0.05,17,12,512,45,0.9608150470219436
41332,OneHotEncoder,False,entropy,12,0.15000000000000002,1,11,256,45,0.9608150470219435
41333,OneHotEncoder,False,entropy,12,0.25,11,9,32,45,0.9545454545454545
41334,OneHotEncoder,True,entropy,12,0.05,4,15,512,45,0.9658307210031349
41335,OneHotEncoder,True,entropy,9,0.15000000000000002,1,4,512,45,0.9586206896551724
41336,OneHotEncoder,False,gini,9,0.05,19,3,256,45,0.9630094043887146
41337,OneHotEncoder,False,entropy,8,0.05,9,6,128,45,0.9630094043887147
41338,NoneType,False,entropy,10,0.1,2,4,64,32,0.9797140375548018
41339,NoneType,False,entropy,11,0.25,10,20,8,32,0.9808962693357597
41340,OneHotEncoder,False,entropy,11,0.05,5,16,512,45,0.9673981191222571
41341,OneHotEncoder,True,entropy,NoneType,0.1,9,10,256,45,0.9598746081504703
41342,OneHotEncoder,True,entropy,11,0.05,11,9,512,45,0.9626959247648903
41343,OneHotEncoder,False,gini,9,0.15000000000000002,11,6,64,45,0.9586206896551724
41344,OneHotEncoder,False,gini,8,0.15000000000000002,20,20,512,45,0.9573667711598745
41345,OneHotEncoder,True,gini,8,0.05,5,7,512,45,0.964576802507837
41346,OneHotEncoder,True,gini,8,0.15000000000000002,14,9,16,45,0.9501567398119122
41347,OneHotEncoder,True,gini,8,0.2,20,4,32,45,0.95423197492163
41348,OneHotEncoder,False,entropy,10,0.05,19,11,32,45,0.9561128526645767
41349,OneHotEncoder,True,gini,11,0.05,17,4,512,45,0.9573667711598745
41350,OneHotEncoder,True,gini,8,0.1,20,9,128,45,0.9573667711598745
41351,OneHotEncoder,False,gini,12,0.05,20,9,512,45,0.9626959247648902
41352,OneHotEncoder,True,entropy,8,0.1,19,4,128,45,0.95705329153605
41353,OneHotEncoder,False,entropy,8,0.05,11,3,512,45,0.9623824451410659
41354,OneHotEncoder,False,gini,10,0.05,9,13,512,45,0.9670846394984327
41355,OneHotEncoder,False,gini,11,0.35000000000000003,20,8,64,45,0.9539184952978056
41356,OneHotEncoder,False,gini,11,0.1,11,9,512,45,0.9617554858934169
41357,OneHotEncoder,False,gini,11,0.05,19,11,32,45,0.95705329153605
41358,OneHotEncoder,True,entropy,11,0.05,20,2,64,45,0.9545454545454545
41359,OneHotEncoder,False,gini,12,0.05,7,16,32,45,0.9589341692789969
41360,OneHotEncoder,False,gini,10,0.05,19,5,512,45,0.9623824451410659
41361,OneHotEncoder,True,entropy,12,0.1,14,10,512,45,0.9601880877742947
41362,OneHotEncoder,True,entropy,NoneType,0.05,12,4,256,45,0.9614420062695924
41363,OneHotEncoder,False,entropy,NoneType,0.2,16,3,128,45,0.9554858934169278
41364,OneHotEncoder,False,gini,NoneType,0.1,11,4,8,45,0.9420062695924765
41365,OneHotEncoder,False,gini,12,0.05,6,19,512,45,0.968025078369906
41366,OneHotEncoder,False,gini,11,0.35000000000000003,18,2,128,45,0.9536050156739811
41367,OneHotEncoder,True,gini,9,0.3,20,17,256,45,0.9557993730407522
41368,OneHotEncoder,False,entropy,10,0.15000000000000002,20,2,512,45,0.958307210031348
41369,OneHotEncoder,False,gini,NoneType,0.2,4,16,128,45,0.9589341692789967
41370,OneHotEncoder,True,gini,11,0.1,1,16,16,45,0.95141065830721
41371,OneHotEncoder,True,gini,NoneType,0.1,15,15,32,45,0.9520376175548588
41372,OneHotEncoder,True,entropy,8,0.15000000000000002,3,7,512,45,0.9598746081504702
41373,OneHotEncoder,False,gini,NoneType,0.05,3,18,256,45,0.9670846394984325
41374,OneHotEncoder,False,gini,12,0.05,4,18,64,45,0.9661442006269594
41375,OneHotEncoder,False,entropy,NoneType,0.05,8,17,32,45,0.9614420062695924
41376,OneHotEncoder,True,entropy,8,0.05,9,7,64,45,0.958307210031348
41377,OneHotEncoder,True,gini,NoneType,0.05,10,11,64,45,0.9614420062695925
41378,OneHotEncoder,True,gini,10,0.05,1,2,512,45,0.9667711598746083
41379,OneHotEncoder,True,entropy,NoneType,0.2,16,16,512,45,0.9576802507836989
41380,OneHotEncoder,True,gini,NoneType,0.1,10,19,64,45,0.9579937304075236
41381,OneHotEncoder,False,entropy,NoneType,0.1,13,8,64,45,0.9598746081504702
41382,OneHotEncoder,False,gini,12,0.05,5,13,64,45,0.9658307210031349
41383,NoneType,True,gini,NoneType,0.05,17,13,8,45,0.8777429467084639
41384,OneHotEncoder,False,gini,12,0.05,19,13,256,45,0.9630094043887147
41385,OneHotEncoder,True,gini,12,0.05,15,8,256,45,0.9598746081504702
41386,OneHotEncoder,True,entropy,11,0.1,16,16,512,45,0.9605015673981192
41387,OneHotEncoder,True,gini,9,0.05,20,2,32,45,0.9420062695924765
41388,OneHotEncoder,False,entropy,11,0.2,20,7,512,45,0.9586206896551722
41389,OneHotEncoder,False,gini,8,0.25,17,2,512,45,0.9561128526645767
41390,OneHotEncoder,False,gini,11,0.2,20,3,512,45,0.9576802507836989
41391,OneHotEncoder,False,gini,8,0.05,15,10,256,45,0.9592476489028214
41392,OneHotEncoder,True,entropy,8,0.05,20,13,512,45,0.9557993730407525
41393,OneHotEncoder,False,entropy,NoneType,0.05,3,16,64,45,0.9655172413793103
41394,DualImputer,True,entropy,NoneType,0.45,8,6,8,41,0.890238704177323
41395,OneHotEncoder,True,gini,NoneType,0.05,12,9,256,45,0.9617554858934169
41396,DualImputer,False,entropy,9,0.25,4,14,256,41,0.9430306905370844
41397,"['DualImputer', 'PCA']",True,entropy,11,0.45,3,19,512,41,0.9254049445865302
41398,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.2,1,13,512,41,0.9401108269394713
41399,DualImputer,False,entropy,11,0.45,2,5,512,41,0.944458653026428
41400,"['DualImputer', 'PCA']",True,entropy,11,0.4,18,18,512,41,0.8683503836317135
41401,DualImputer,True,gini,11,0.45,1,3,32,41,0.9444586530264278
41402,"['DualImputer', 'PCA']",True,entropy,9,0.35000000000000003,1,2,16,41,0.923913043478261
41403,DualImputer,True,gini,12,0.2,5,19,256,41,0.9312446717817562
41404,DualImputer,False,gini,NoneType,0.2,3,4,32,41,0.941538789428815
41405,"['DualImputer', 'PCA']",False,gini,12,0.1,1,12,256,41,0.9445012787723785
41406,DualImputer,False,gini,12,0.45,7,11,512,41,0.944394714407502
41407,"['DualImputer', 'PCA']",False,gini,8,0.05,5,14,256,41,0.9356777493606139
41408,DualImputer,False,entropy,10,0.2,2,18,512,41,0.9444799658994032
41409,DualImputer,True,gini,NoneType,0.3,1,7,512,41,0.9503410059676043
41410,DualImputer,True,gini,NoneType,0.45,2,18,32,41,0.9342071611253197
41411,"['DualImputer', 'PCA']",False,gini,8,0.15000000000000002,4,20,512,41,0.9341858482523444
41412,DualImputer,True,entropy,8,0.4,1,3,512,41,0.9415174765558397
41413,DualImputer,False,gini,NoneType,0.05,1,14,512,41,0.9429880647911337
41414,DualImputer,True,entropy,8,0.2,13,4,512,41,0.8727621483375959
41415,DualImputer,False,gini,8,0.2,1,3,512,41,0.9415174765558396
41416,DualImputer,False,gini,NoneType,0.35000000000000003,5,7,128,41,0.9444373401534525
41417,"['DualImputer', 'OneHotEncoder']",False,gini,12,0.1,1,20,8,41,0.9385976129582267
41418,DualImputer,False,entropy,9,0.35000000000000003,1,18,512,41,0.9430093776641091
41419,DualImputer,True,entropy,9,0.1,1,10,8,41,0.9269394714407502
41420,"['DualImputer', 'PCA']",True,gini,NoneType,0.45,4,12,8,41,0.9020247229326512
41421,DualImputer,True,gini,11,0.25,1,2,256,41,0.9473785166240409
41422,"['DualImputer', 'PCA']",True,gini,10,0.45,1,2,128,41,0.9386189258312021
41423,DualImputer,False,gini,NoneType,0.35000000000000003,1,4,128,41,0.9473572037510655
41424,"['DualImputer', 'OneHotEncoder']",True,gini,12,0.2,1,16,16,41,0.9328431372549018
41425,DualImputer,False,entropy,10,0.2,1,9,8,41,0.9386402387041773
41426,DualImputer,True,gini,11,0.05,1,16,8,41,0.8800511508951405
41427,DualImputer,False,gini,NoneType,0.45,1,4,256,41,0.9429667519181585
41428,"['DualImputer', 'PCA']",False,entropy,8,0.4,1,7,512,41,0.9356564364876385
41429,"['DualImputer', 'PCA']",True,gini,12,0.45,3,17,64,41,0.9356777493606139
41430,DualImputer,False,entropy,NoneType,0.25,1,19,128,41,0.9444799658994032
41431,DualImputer,False,gini,9,0.45,9,4,8,41,0.916624040920716
41432,"['DualImputer', 'OneHotEncoder']",False,gini,9,0.2,2,11,8,41,0.9327365728900254
41433,DualImputer,False,entropy,NoneType,0.45,4,17,256,41,0.940068201193521
41434,"['DualImputer', 'PCA']",False,entropy,9,0.15000000000000002,1,2,512,41,0.9474211423699914
41435,"['DualImputer', 'PCA']",True,gini,9,0.25,1,8,256,41,0.9400682011935209
41436,DualImputer,False,entropy,NoneType,0.15000000000000002,1,5,512,41,0.9444799658994032
41437,DualImputer,False,gini,10,0.4,3,2,512,41,0.941538789428815
41438,DualImputer,True,entropy,NoneType,0.45,1,15,16,41,0.9283674339300937
41439,"['DualImputer', 'OneHotEncoder']",True,entropy,11,0.45,1,4,128,41,0.9415601023017903
41440,DualImputer,False,gini,11,0.45,5,3,128,41,0.9473572037510655
41441,DualImputer,False,entropy,9,0.4,1,3,256,41,0.9459292412617222
41442,DualImputer,False,gini,NoneType,0.3,3,8,128,41,0.9429880647911337
41443,DualImputer,False,entropy,NoneType,0.4,2,2,16,41,0.9283461210571184
41444,DualImputer,False,gini,9,0.45,2,7,32,41,0.9415174765558396
41445,"['DualImputer', 'PCA']",True,gini,NoneType,0.45,3,17,256,41,0.9312659846547314
41446,DualImputer,False,gini,12,0.45,3,2,8,41,0.9429880647911337
41447,DualImputer,False,gini,12,0.25,1,10,64,41,0.9459505541346973
41448,DualImputer,False,gini,12,0.15000000000000002,1,4,512,41,0.9459505541346973
41449,DualImputer,False,gini,12,0.45,6,18,256,41,0.9429454390451832
41450,"['DualImputer', 'PCA']",True,gini,12,0.1,1,6,8,41,0.9049872122762148
41451,DualImputer,True,gini,10,0.15000000000000002,2,3,64,41,0.9371270247229326
41452,"['DualImputer', 'PCA']",True,entropy,8,0.25,1,2,256,41,0.9385976129582267
41453,"['DualImputer', 'OneHotEncoder']",False,entropy,8,0.15000000000000002,1,19,8,41,0.9166879795396419
41454,NoneType,False,gini,9,0.2,3,3,8,32,0.9757114732401357
41455,PCA,True,entropy,10,0.15000000000000002,2,17,256,32,0.9856265199768384
41456,NoneType,False,entropy,11,0.25,6,13,8,32,0.9823518901480686
41457,NoneType,True,entropy,10,0.25,6,2,512,32,0.9857180081065433
41458,NoneType,True,entropy,9,0.3,7,11,16,32,0.9799867648275292
41459,PCA,True,entropy,11,0.25,2,6,32,32,0.9866269335759782
41460,PCA,False,entropy,11,0.3,6,12,8,32,0.9783489949540904
41461,NoneType,True,gini,9,0.45,1,4,8,32,0.9798044503267433
41462,PCA,False,gini,NoneType,0.15000000000000002,2,20,512,32,0.9900842087848458
41463,PCA,True,gini,12,0.25,3,8,16,32,0.9853526346265202
41464,PCA,True,entropy,12,0.15000000000000002,1,2,8,32,0.9768012242534535
41465,PCA,True,entropy,8,0.05,6,18,16,32,0.9532390603027547
41466,NoneType,False,gini,11,0.2,1,19,8,32,0.9799863512283895
41467,NoneType,False,entropy,11,0.4,5,9,8,32,0.9858996608487054
41468,NoneType,False,entropy,9,0.2,2,16,128,32,0.9824432128381174
41469,NoneType,True,gini,NoneType,0.45,3,20,128,32,0.9871735461990239
41470,NoneType,True,entropy,8,0.1,1,10,512,32,0.9707987426586154
41471,NoneType,False,gini,NoneType,0.1,16,19,16,32,0.9728000661758625
41472,NoneType,True,entropy,11,0.05,2,4,8,32,0.9743460170402847
41473,NoneType,True,entropy,9,0.2,5,19,128,32,0.980442220200182
41474,NoneType,True,gini,NoneType,0.35000000000000003,5,6,16,32,0.9848082554388287
41475,NoneType,False,gini,NoneType,0.25,1,13,512,32,0.9914488377864175
41476,PCA,False,entropy,9,0.3,7,15,512,32,0.982533129291091
41477,PCA,False,entropy,NoneType,0.4,2,19,512,32,0.9871726362809164
41478,NoneType,False,gini,NoneType,0.15000000000000002,9,19,256,32,0.9866275953346018
41479,NoneType,True,gini,11,0.45,10,10,16,32,0.9803505666308213
41480,PCA,False,entropy,NoneType,0.05,4,5,64,32,0.9876276780544295
41481,PCA,False,entropy,9,0.2,3,9,256,32,0.984079576474481
41482,PCA,True,gini,NoneType,0.15000000000000002,7,14,32,32,0.9833520555877243
41483,PCA,True,entropy,11,0.15000000000000002,11,10,256,32,0.9828973446935232
41484,NoneType,True,entropy,NoneType,0.05,5,14,16,32,0.9784401522044834
41485,NoneType,True,entropy,12,0.2,6,11,8,32,0.9799862685085616
41486,PCA,True,gini,12,0.2,1,2,256,32,0.9907212341798329
41487,PCA,False,gini,12,0.15000000000000002,6,9,16,32,0.9818054429646788
41488,PCA,False,gini,NoneType,0.3,13,9,64,32,0.9836250310199356
41489,PCA,True,gini,NoneType,0.1,1,5,512,32,0.9909030523616511
41490,NoneType,False,entropy,NoneType,0.1,6,4,256,32,0.9858999917280172
41491,PCA,False,gini,12,0.25,5,13,16,32,0.9844433782777731
41492,NoneType,True,entropy,11,0.15000000000000002,6,16,32,32,0.98335263462652
41493,PCA,False,entropy,12,0.2,8,14,256,32,0.9879915625775499
41494,NoneType,False,gini,12,0.05,1,16,64,32,0.9835348664074779
41495,NoneType,False,entropy,10,0.45,6,18,8,32,0.9814418066010422
41496,NoneType,False,entropy,9,0.45,8,18,128,32,0.9848076764000331
41497,NoneType,False,entropy,NoneType,0.15000000000000002,14,13,16,32,0.9800770121598145
41498,PCA,False,entropy,10,0.1,7,10,512,32,0.982533129291091
41499,NoneType,True,gini,NoneType,0.45,14,6,128,32,0.9808964347754158
41500,PCA,True,gini,12,0.1,7,2,64,32,0.9788030440896683
41501,PCA,True,gini,NoneType,0.05,7,3,512,32,0.9838977582926628
41502,PCA,True,entropy,NoneType,0.3,11,17,16,32,0.9773474232773595
41503,NoneType,False,entropy,12,0.15000000000000002,5,4,64,32,0.9878103234345273
41504,PCA,True,gini,NoneType,0.05,17,12,512,32,0.9752556042683432
41505,NoneType,False,gini,10,0.3,6,19,64,32,0.9838075936802053
41506,NoneType,False,gini,8,0.1,7,3,256,32,0.9671598147075853
41507,NoneType,False,gini,NoneType,0.35000000000000003,9,12,256,32,0.9869005707668128
41508,NoneType,False,entropy,9,0.4,11,19,64,32,0.9832615600959549
41509,NoneType,True,entropy,NoneType,0.05,1,17,16,32,0.981259988419224
41510,PCA,False,gini,11,0.3,12,3,64,32,0.9831703201257342
41511,OneHotEncoder,True,gini,12,0.05,11,14,128,45,0.9642633228840125
41512,OneHotEncoder,False,entropy,12,0.05,18,4,8,45,0.938871473354232
41513,OneHotEncoder,True,entropy,11,0.1,11,5,256,45,0.9586206896551724
41514,NoneType,True,gini,9,0.05,20,9,256,45,0.9235109717868338
41515,OneHotEncoder,True,gini,NoneType,0.05,20,20,64,45,0.9504702194357366
41516,OneHotEncoder,True,entropy,9,0.05,13,7,256,45,0.961128526645768
41517,OneHotEncoder,False,gini,9,0.05,15,18,512,45,0.9614420062695924
41518,OneHotEncoder,True,entropy,10,0.05,7,17,256,45,0.9652037617554861
41519,OneHotEncoder,True,gini,11,0.05,10,4,256,45,0.9648902821316614
41520,OneHotEncoder,True,entropy,9,0.4,19,2,256,45,0.95141065830721
41521,NoneType,True,entropy,12,0.45,18,4,8,45,0.9341692789968652
41522,OneHotEncoder,True,gini,8,0.05,1,5,32,45,0.9539184952978056
