,boosting_type,learning_rate,max_depth,n_estimators,num_leaves,fit_time,target
1264,dart,0.1,3,10,64,0.0022085905075073242,-0.01899913564070948
1263,dart,0.1,3,10,32,0.0024507999420166015,-0.01899913564070948
1262,dart,0.1,3,10,16,0.002185535430908203,-0.01899913564070948
1261,dart,0.1,3,10,8,0.002214860916137695,-0.01899913564070948
805,gbdt,0.4,4,100,4,0.010619640350341797,-0.018956013300351657
1001,gbdt,0.4,-1,100,4,0.0107147216796875,-0.018956013300351657
833,gbdt,0.4,5,100,4,0.012151122093200684,-0.018956013300351657
777,gbdt,0.4,3,100,4,0.012845039367675781,-0.018956013300351657
889,gbdt,0.4,7,100,4,0.008224081993103028,-0.018956013300351657
861,gbdt,0.4,6,100,4,0.011461138725280762,-0.018956013300351657
973,gbdt,0.4,10,100,4,0.008266663551330567,-0.018956013300351657
945,gbdt,0.4,9,100,4,0.01004025936126709,-0.018956013300351657
917,gbdt,0.4,8,100,4,0.008929681777954102,-0.018956013300351657
1450,dart,0.1,9,100,8,0.019832301139831542,-0.018940640704402344
1478,dart,0.1,10,100,8,0.019716644287109376,-0.018940640704402344
1506,dart,0.1,-1,100,8,0.021799969673156738,-0.018940640704402344
1394,dart,0.1,7,100,8,0.020347118377685547,-0.018940640704402344
1422,dart,0.1,8,100,8,0.020097684860229493,-0.018940640704402344
1366,dart,0.1,6,100,8,0.020150160789489745,-0.018940188764267087
27,gbdt,0.1,3,100,256,0.014558720588684081,-0.01892409678342022
25,gbdt,0.1,3,100,64,0.014950275421142578,-0.01892409678342022
26,gbdt,0.1,3,100,128,0.01119227409362793,-0.01892409678342022
24,gbdt,0.1,3,100,32,0.014385366439819336,-0.01892409678342022
23,gbdt,0.1,3,100,16,0.012091708183288575,-0.01892409678342022
22,gbdt,0.1,3,100,8,0.012721586227416991,-0.01892409678342022
182,gbdt,0.1,9,50,4,0.007757353782653809,-0.01891998086285202
42,gbdt,0.1,4,50,4,0.006929373741149903,-0.01891998086285202
