,max_depth,max_features,max_leaf_nodes,n_estimators,oob_score,fit_time,target
621,6.0,sqrt,128.0,50,False,0.043245577812194826,-0.012731149069736488
1023,9.0,sqrt,,100,False,0.08403117656707763,-0.012728639660150852
694,7.0,log2,256.0,100,True,0.09184155464172364,-0.01272791595794073
1121,10.0,sqrt,64.0,10,False,0.008693575859069824,-0.012725730020518047
1269,,sqrt,256.0,50,False,0.04421031475067139,-0.012720244942444909
748,7.0,sqrt,128.0,50,True,0.04790499210357666,-0.01270908991282675
658,7.0,log2,16.0,25,True,0.021660351753234865,-0.01270423356017384
932,9.0,log2,64.0,50,True,0.04520394802093506,-0.012684641221394458
1135,10.0,sqrt,128.0,100,False,0.08613605499267578,-0.012675663688331645
956,9.0,log2,,50,True,0.04581618309020996,-0.012671581591525014
742,7.0,sqrt,64.0,100,True,0.08681542873382568,-0.012670160912378733
1150,10.0,sqrt,,100,True,0.09116146564483643,-0.012664558539932107
682,7.0,log2,128.0,25,True,0.02361619472503662,-0.012663111661829719
1260,,sqrt,128.0,50,True,0.04775216579437256,-0.012663074486509213
916,9.0,log2,16.0,50,True,0.042114090919494626,-0.012661336510830463
855,8.0,sqrt,16.0,100,False,0.07607314586639405,-0.012658473254431332
935,9.0,log2,64.0,100,False,0.08253779411315917,-0.012649242909175417
980,9.0,sqrt,16.0,50,True,0.04429781436920166,-0.012646979484735874
1133,10.0,sqrt,128.0,50,False,0.0460036039352417,-0.012633859618158673
724,7.0,sqrt,16.0,50,True,0.04229238033294678,-0.0126312278321473
1206,,log2,256.0,100,True,0.0922231674194336,-0.012626842428973545
799,8.0,log2,32.0,100,False,0.07910234928131103,-0.012619720900367717
1085,10.0,log2,,50,False,0.04349606037139893,-0.012612731801912863
1010,9.0,sqrt,256.0,25,True,0.02445518970489502,-0.012604435201351395
498,5.0,sqrt,256.0,25,True,0.021917343139648438,-0.012601650671705166
854,8.0,sqrt,16.0,100,True,0.08559491634368896,-0.012594519657651088
1140,10.0,sqrt,256.0,50,True,0.046904993057250974,-0.012587880308395479
1147,10.0,sqrt,,25,False,0.022200846672058107,-0.012585483870530257
807,8.0,log2,64.0,100,False,0.0826556921005249,-0.012571740455010263
592,6.0,sqrt,16.0,10,True,0.009148311614990235,-0.012557968444743089
622,6.0,sqrt,128.0,100,True,0.08859307765960693,-0.012542894979208205
863,8.0,sqrt,32.0,100,False,0.08012912273406983,-0.012541984183131037
949,9.0,log2,256.0,50,False,0.045279645919799806,-0.012541976000171458
1070,10.0,log2,128.0,100,True,0.09104626178741455,-0.012541484493104172
1086,10.0,log2,,100,True,0.09027645587921143,-0.01254067946501335
882,8.0,sqrt,256.0,25,True,0.024345207214355468,-0.012530551814586453
1015,9.0,sqrt,256.0,100,False,0.08602831363677979,-0.012529845221806118
558,6.0,log2,128.0,100,True,0.08612961769104004,-0.012510786122758702
548,6.0,log2,64.0,50,True,0.045911312103271484,-0.012508134304278572
672,7.0,log2,64.0,10,True,0.009370756149291993,-0.012507990004468226
535,6.0,log2,16.0,100,False,0.07753605842590332,-0.012503692802616106
1232,,sqrt,16.0,10,True,0.009048128128051757,-0.012498868633350079
740,7.0,sqrt,64.0,50,True,0.045046114921569826,-0.012495289293051414
1012,9.0,sqrt,256.0,50,True,0.04749321937561035,-0.012489720197349926
1183,,log2,32.0,100,False,0.07963616847991943,-0.012485509823197492
858,8.0,sqrt,32.0,25,True,0.022779369354248048,-0.012485093346925585
679,7.0,log2,64.0,100,False,0.0844733476638794,-0.01248248052839344
620,6.0,sqrt,128.0,50,True,0.04532256126403809,-0.012480871541069968
1151,10.0,sqrt,,100,False,0.08440899848937988,-0.012476935790930612
777,8.0,log2,8.0,10,False,0.008959221839904784,-0.012459780235933983
1112,10.0,sqrt,32.0,10,True,0.009264874458312988,-0.012451645359114426
1266,,sqrt,256.0,25,True,0.024794578552246094,-0.012441241123257254
1179,,log2,32.0,25,False,0.021234869956970215,-0.012438400321657151
1142,10.0,sqrt,256.0,100,True,0.09254095554351807,-0.01242873670281935
1106,10.0,sqrt,16.0,25,True,0.021417951583862303,-0.012421910359255233
1188,,log2,64.0,50,True,0.044787025451660155,-0.012413211675785067
1054,10.0,log2,32.0,100,True,0.08668711185455322,-0.012411934575386283
1014,9.0,sqrt,256.0,100,True,0.09307286739349366,-0.012408231670052552
1071,10.0,log2,128.0,100,False,0.08578996658325196,-0.01240710773047417
934,9.0,log2,64.0,100,True,0.08871419429779052,-0.012406133323926831
750,7.0,sqrt,128.0,100,True,0.09263648986816406,-0.012403883292661984
1063,10.0,log2,64.0,100,False,0.08325614929199218,-0.012400691997043925
1123,10.0,sqrt,64.0,25,False,0.0220792293548584,-0.012388131638226989
759,7.0,sqrt,256.0,100,False,0.08441596031188965,-0.012385199253999519
1148,10.0,sqrt,,50,True,0.04611086845397949,-0.012353244036106568
1143,10.0,sqrt,256.0,100,False,0.08702809810638427,-0.01234489167666234
1105,10.0,sqrt,16.0,10,False,0.007752919197082519,-0.012343687774654439
1276,,sqrt,,50,True,0.048092770576477054,-0.012327450947516838
1234,,sqrt,16.0,25,True,0.022521209716796876,-0.012311234101102212
671,7.0,log2,32.0,100,False,0.07927131652832031,-0.012304348497695614
689,7.0,log2,256.0,10,False,0.008686232566833495,-0.01229034366868258
615,6.0,sqrt,64.0,100,False,0.08208932876586914,-0.012281563749095219
1202,,log2,256.0,25,True,0.024188518524169922,-0.01227457358277047
810,8.0,log2,128.0,25,True,0.02358837127685547,-0.01227233503557716
1139,10.0,sqrt,256.0,25,False,0.021856284141540526,-0.012269726845880579
1131,10.0,sqrt,128.0,25,False,0.023361778259277342,-0.012268731952136154
1061,10.0,log2,64.0,50,False,0.04316823482513428,-0.01226665967093489
1205,,log2,256.0,50,False,0.04420814514160156,-0.012261842767418846
796,8.0,log2,32.0,50,True,0.04517514705657959,-0.012241788863453928
666,7.0,log2,32.0,25,True,0.022197437286376954,-0.012227448706538191
729,7.0,sqrt,32.0,10,False,0.008192825317382812,-0.012226046653442322
676,7.0,log2,64.0,50,True,0.045116972923278806,-0.012223776448171506
1087,10.0,log2,,100,False,0.0853391170501709,-0.012219921849903607
1246,,sqrt,32.0,100,True,0.08506674766540527,-0.012212694162779593
1191,,log2,64.0,100,False,0.08237359523773194,-0.012209842085215793
604,6.0,sqrt,32.0,50,True,0.04478466510772705,-0.012200510959733101
1212,,log2,,50,True,0.04791617393493652,-0.012181268016971546
1243,,sqrt,32.0,25,False,0.02107236385345459,-0.012168435398495455
1118,10.0,sqrt,32.0,100,True,0.08432416915893555,-0.012148575897006159
827,8.0,log2,,25,False,0.021007204055786134,-0.012148385778989638
806,8.0,log2,64.0,100,True,0.08691182136535644,-0.012147993621592655
687,7.0,log2,128.0,100,False,0.08538274765014649,-0.012143439845842
990,9.0,sqrt,32.0,100,True,0.08510808944702149,-0.012141687316108601
823,8.0,log2,256.0,100,False,0.08428587913513183,-0.012109557192080745
765,7.0,sqrt,,50,False,0.04302890300750732,-0.012097415971789602
942,9.0,log2,128.0,100,True,0.09129204750061035,-0.012088570677920234
1020,9.0,sqrt,,50,True,0.04763929843902588,-0.012088378244788301
820,8.0,log2,256.0,50,True,0.04581615924835205,-0.01207103124463349
1138,10.0,sqrt,256.0,25,True,0.02337772846221924,-0.012062595195743478
1149,10.0,sqrt,,50,False,0.043905329704284665,-0.012053505673499753
700,7.0,log2,,50,True,0.043805694580078124,-0.012049592649678005
887,8.0,sqrt,256.0,100,False,0.08584792613983154,-0.012040065703116583
998,9.0,sqrt,64.0,100,True,0.09000618457794189,-0.012035776853899404
1111,10.0,sqrt,16.0,100,False,0.07728168964385987,-0.012013799699799758
1146,10.0,sqrt,,25,True,0.024110579490661622,-0.012011889022751467
813,8.0,log2,128.0,50,False,0.04320030212402344,-0.011996998421279149
1215,,log2,,100,False,0.09057660102844238,-0.011991409343993896
684,7.0,log2,128.0,50,True,0.045385193824768064,-0.011984277476971854
948,9.0,log2,256.0,50,True,0.047010493278503415,-0.011962972178239127
482,5.0,sqrt,64.0,25,True,0.022400426864624023,-0.011953995268654422
1275,,sqrt,,25,False,0.02315807342529297,-0.011896595288053013
923,9.0,log2,32.0,25,False,0.020618534088134764,-0.011883578044312813
1117,10.0,sqrt,32.0,50,False,0.0403003454208374,-0.011863201764433047
1253,,sqrt,64.0,50,False,0.042326498031616214,-0.011850979327819545
951,9.0,log2,256.0,100,False,0.08499038219451904,-0.011843918877816146
1279,,sqrt,,100,False,0.08431143760681152,-0.011823826115453823
861,8.0,sqrt,32.0,50,False,0.041109776496887206,-0.01182093117383825
1058,10.0,log2,64.0,25,True,0.023796463012695314,-0.011816463772897056
749,7.0,sqrt,128.0,50,False,0.04266278743743897,-0.011796487618749895
1271,,sqrt,256.0,100,False,0.08866958618164063,-0.011786915075289305
1209,,log2,,10,False,0.008478903770446777,-0.011782491370879706
1263,,sqrt,128.0,100,False,0.08853862285614014,-0.01176657727324907
862,8.0,sqrt,32.0,100,True,0.0859708309173584,-0.01176590626877402
626,6.0,sqrt,256.0,25,True,0.023872780799865722,-0.011691400939196354
728,7.0,sqrt,32.0,10,True,0.009662246704101563,-0.01155480013164775
1203,,log2,256.0,25,False,0.022472119331359862,-0.011554282141862734
760,7.0,sqrt,,10,True,0.009304046630859375,-0.01154142844245639
977,9.0,sqrt,16.0,10,False,0.008431553840637207,-0.011533247806372666
1185,,log2,64.0,10,False,0.009225964546203613,-0.011500178447359104
929,9.0,log2,64.0,10,False,0.010115337371826173,-0.011435915716281027
883,8.0,sqrt,256.0,25,False,0.023286271095275878,-0.011342823237696599
1201,,log2,256.0,10,False,0.008794379234313966,-0.011334796905577779
794,8.0,log2,32.0,25,True,0.0223862886428833,-0.011326604721048858
933,9.0,log2,64.0,50,False,0.04226863384246826,-0.011319253208490128
699,7.0,log2,,25,False,0.020852017402648925,-0.011318883726251039
925,9.0,log2,32.0,50,False,0.0409360408782959,-0.011280761768178663
1181,,log2,32.0,50,False,0.0408919095993042,-0.011133634949991849
1274,,sqrt,,25,True,0.024172115325927734,-0.011023697064169525
691,7.0,log2,256.0,25,False,0.021945977210998537,-0.010997883961226742
1002,9.0,sqrt,128.0,25,True,0.023876476287841796,-0.010869568905590625
