,@preprocessor,bootstrap,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,group,time
19213,NoneType,True,gini,11,0.3,4,9,128,16,2.0655481815338135
19214,NoneType,False,gini,8,0.1,12,14,256,16,2.118425130844116
19215,NoneType,False,gini,11,0.35000000000000003,10,9,512,16,11.352613687515259
19216,NoneType,False,gini,12,0.25,2,19,512,16,9.75655722618103
19217,NoneType,True,entropy,9,0.1,3,6,128,16,2.7220404148101807
19218,NoneType,False,gini,10,0.2,19,6,256,16,3.3505780696868896
19219,NoneType,True,gini,11,0.35000000000000003,8,14,256,16,3.7864911556243896
19220,PCA,True,entropy,8,0.45,11,3,128,16,8.684384107589722
19221,PCA,False,gini,11,0.25,9,20,32,16,1.4631214141845703
19222,NoneType,True,entropy,12,0.35000000000000003,16,18,64,16,3.44071888923645
19223,PCA,False,gini,9,0.15000000000000002,10,4,512,16,6.035663604736328
19224,NoneType,False,entropy,12,0.15000000000000002,15,14,64,16,2.706498622894287
19225,NoneType,False,gini,10,0.05,16,3,8,16,0.4087958335876465
19226,NoneType,True,gini,NoneType,0.35000000000000003,7,12,512,16,7.332566738128662
19227,NoneType,False,entropy,9,0.3,2,8,256,16,21.4770405292511
19228,PCA,True,entropy,9,0.15000000000000002,4,3,16,16,1.3215205669403076
19229,NoneType,True,gini,10,0.4,5,16,16,16,0.628131628036499
19230,PCA,True,gini,11,0.4,4,8,128,16,3.0139901638031006
19231,NoneType,True,entropy,11,0.15000000000000002,16,11,512,16,11.238723754882812
19232,NoneType,False,entropy,9,0.05,17,18,8,16,0.5168204307556152
19233,PCA,False,entropy,10,0.1,2,17,16,16,1.4098429679870605
19234,NoneType,False,entropy,9,0.05,5,12,16,16,0.6579775810241699
19235,NoneType,False,entropy,9,0.1,20,14,128,16,3.5523061752319336
19236,PCA,False,entropy,NoneType,0.35000000000000003,20,2,512,16,40.90525436401367
19237,NoneType,True,gini,8,0.45,3,6,512,16,9.061050415039062
19238,NoneType,True,gini,NoneType,0.3,4,6,64,16,1.2459123134613037
19239,PCA,False,entropy,8,0.15000000000000002,11,16,16,16,1.4460010528564453
19240,NoneType,False,gini,11,0.35000000000000003,13,7,128,16,3.049267053604126
19241,NoneType,False,gini,12,0.15000000000000002,13,4,128,16,1.7466034889221191
19242,PCA,False,entropy,12,0.35000000000000003,15,14,64,16,6.053231477737427
19243,PCA,False,gini,11,0.45,7,20,512,16,15.375191688537598
19244,NoneType,True,entropy,NoneType,0.05,18,15,16,16,0.6593973636627197
19245,PCA,True,gini,NoneType,0.05,7,15,8,16,0.8552014827728271
19246,NoneType,False,gini,9,0.25,10,17,32,16,0.9595396518707275
19247,NoneType,True,entropy,11,0.35000000000000003,8,12,64,16,3.7607381343841553
19248,PCA,False,entropy,12,0.1,17,16,512,16,14.453775882720947
19249,PCA,False,entropy,10,0.15000000000000002,20,19,8,16,1.121875524520874
19250,NoneType,False,gini,12,0.05,14,4,256,16,1.5175449848175049
19251,NoneType,False,entropy,8,0.15000000000000002,7,6,512,16,20.63995337486267
19252,PCA,False,entropy,11,0.15000000000000002,18,18,128,16,5.416778326034546
19253,NoneType,False,entropy,9,0.05,1,2,512,14,9.254390001296997
19254,PCA,True,entropy,11,0.1,4,3,512,14,12.8274507522583
19255,NoneType,False,entropy,8,0.35000000000000003,7,2,64,14,6.816533088684082
19256,NoneType,True,gini,9,0.1,4,2,128,14,1.22999906539917
19257,PCA,True,entropy,9,0.1,15,3,8,14,1.0179970264434814
19258,PCA,False,entropy,12,0.3,1,3,32,14,4.029642105102539
19259,PCA,True,gini,12,0.35000000000000003,18,11,128,16,2.3308331966400146
19260,NoneType,False,gini,8,0.1,6,2,64,14,0.9095363616943359
19261,NoneType,True,entropy,11,0.45,3,3,8,14,1.0100562572479248
19262,PCA,True,gini,8,0.4,9,15,8,14,1.0357651710510254
19263,NoneType,False,gini,12,0.05,19,12,16,14,0.4219222068786621
19264,NoneType,False,entropy,9,0.4,18,17,8,14,1.2281970977783203
19265,PCA,True,gini,NoneType,0.05,1,14,256,14,1.92948317527771
19266,NoneType,True,gini,10,0.35000000000000003,16,2,32,14,0.9300394058227539
19267,PCA,False,entropy,NoneType,0.1,16,20,8,14,1.1280384063720703
19268,NoneType,True,entropy,12,0.4,2,2,128,14,9.967347383499146
19269,NoneType,True,entropy,11,0.25,7,7,512,14,23.54640483856201
19270,PCA,False,entropy,12,0.2,19,3,16,14,1.8158137798309326
19271,PCA,False,gini,12,0.05,1,16,8,14,0.8315298557281494
19272,PCA,True,entropy,9,0.1,1,7,8,14,0.94321608543396
19273,PCA,False,gini,NoneType,0.25,18,16,8,14,1.012148380279541
19274,NoneType,True,gini,10,0.45,4,2,32,14,1.1335599422454834
19275,NoneType,False,entropy,9,0.4,9,2,512,14,58.32107067108154
19276,NoneType,False,entropy,8,0.05,13,3,8,14,0.513629674911499
19277,PCA,True,entropy,10,0.05,7,10,16,14,1.0555775165557861
19278,NoneType,True,entropy,9,0.1,3,13,8,14,0.5372269153594971
19279,NoneType,False,gini,8,0.3,10,3,128,14,3.0327773094177246
19280,PCA,False,gini,8,0.15000000000000002,15,9,16,14,1.0413477420806885
19281,NoneType,False,entropy,9,0.15000000000000002,3,2,32,14,2.0036094188690186
19282,NoneType,False,entropy,8,0.2,10,5,128,14,7.938501596450806
19283,NoneType,True,entropy,9,0.05,7,2,512,14,5.543732643127441
19284,PCA,False,entropy,NoneType,0.05,11,7,32,14,1.5337958335876465
19285,NoneType,True,entropy,11,0.1,11,11,8,14,0.5084450244903564
19286,NoneType,True,entropy,9,0.35000000000000003,1,2,512,14,33.68085026741028
19287,NoneType,True,gini,12,0.25,8,4,8,14,0.5160529613494873
19288,PCA,False,entropy,8,0.1,13,8,128,14,5.0241334438323975
19289,NoneType,False,gini,10,0.4,2,2,512,14,17.12290120124817
19290,NoneType,True,entropy,8,0.4,4,2,128,14,9.323484659194946
19291,NoneType,True,entropy,11,0.35000000000000003,2,16,8,14,0.8988661766052246
19292,NoneType,True,entropy,11,0.45,9,4,256,14,19.35405421257019
19293,NoneType,True,entropy,9,0.1,1,5,32,14,1.015542984008789
19294,NoneType,False,gini,10,0.4,7,6,128,14,4.227339506149292
19295,PCA,False,entropy,11,0.05,4,14,16,14,1.224362850189209
19296,PCA,True,entropy,11,0.05,19,12,32,14,1.1231093406677246
19297,NoneType,True,gini,9,0.1,3,2,32,14,0.6303062438964844
19298,PCA,False,gini,8,0.2,14,13,256,14,4.409128189086914
19299,NoneType,False,gini,10,0.05,19,17,8,14,0.4148228168487549
19300,NoneType,True,entropy,11,0.25,1,3,128,14,6.843368053436279
19301,NoneType,False,gini,9,0.45,1,3,128,14,4.941155433654785
19302,NoneType,False,entropy,NoneType,0.3,3,3,32,14,3.4571828842163086
19303,NoneType,True,gini,12,0.25,6,3,256,14,3.6300394535064697
19304,NoneType,True,entropy,8,0.1,3,3,32,14,1.0241332054138184
19305,PCA,False,entropy,12,0.05,4,15,256,14,6.03181791305542
19306,PCA,True,gini,9,0.35000000000000003,2,7,8,14,0.9254357814788818
19307,NoneType,True,entropy,NoneType,0.15000000000000002,4,2,64,14,2.309523820877075
19308,NoneType,False,entropy,8,0.45,2,3,64,14,9.018162965774536
19309,NoneType,True,entropy,8,0.15000000000000002,2,3,128,14,4.238156080245972
19310,NoneType,True,entropy,8,0.4,1,2,64,14,5.049103021621704
19311,NoneType,True,entropy,9,0.1,2,2,256,14,5.622314453125
19312,NoneType,False,gini,8,0.15000000000000002,2,13,16,14,0.6194941997528076
19313,NoneType,True,gini,10,0.35000000000000003,7,2,32,14,0.9116265773773193
19314,NoneType,True,gini,9,0.3,12,15,64,16,1.1078858375549316
19315,NoneType,True,gini,8,0.15000000000000002,5,8,128,16,1.258195161819458
19316,NoneType,False,entropy,9,0.4,4,19,8,16,1.3677608966827393
19317,PCA,True,entropy,9,0.3,1,20,16,16,1.5507938861846924
19318,PCA,False,entropy,11,0.05,15,19,32,16,1.4494640827178955
19319,NoneType,False,entropy,11,0.2,1,6,8,14,0.9219167232513428
19320,NoneType,True,gini,9,0.45,13,9,128,16,2.350260019302368
19321,PCA,False,gini,NoneType,0.1,18,16,128,16,1.6566433906555176
19322,PCA,True,gini,NoneType,0.15000000000000002,19,14,256,16,2.335787057876587
19323,NoneType,True,gini,10,0.4,4,20,128,16,2.3543477058410645
19324,NoneType,True,gini,11,0.4,18,10,64,16,1.3451316356658936
19325,NoneType,True,gini,9,0.4,16,4,16,16,0.6165218353271484
19326,NoneType,True,gini,9,0.25,1,2,16,16,0.6531996726989746
19327,PCA,True,gini,9,0.2,20,6,16,16,1.052828073501587
19328,NoneType,True,gini,9,0.35000000000000003,6,16,256,16,3.8727211952209473
19329,PCA,False,gini,11,0.25,19,14,8,16,0.9091150760650635
19330,PCA,True,gini,12,0.25,13,10,8,16,0.8300583362579346
19331,NoneType,False,gini,9,0.2,2,18,64,16,1.2286417484283447
19332,PCA,False,entropy,10,0.1,8,15,8,16,1.024031400680542
19333,PCA,True,entropy,8,0.4,10,9,128,16,7.971916437149048
19334,PCA,True,gini,9,0.4,16,13,8,16,0.9708287715911865
19335,NoneType,False,entropy,12,0.35000000000000003,20,4,16,16,1.6336228847503662
19336,PCA,False,entropy,9,0.2,7,7,256,16,14.263687133789062
19337,NoneType,True,entropy,11,0.3,8,8,16,16,1.274000644683838
19338,PCA,True,entropy,9,0.35000000000000003,18,20,128,16,6.638554573059082
19339,PCA,True,entropy,NoneType,0.05,2,6,512,16,7.353093862533569
19340,PCA,False,gini,12,0.2,4,16,32,16,1.4752554893493652
19341,NoneType,False,entropy,NoneType,0.25,10,7,128,16,8.663455247879028
19342,PCA,False,gini,10,0.15000000000000002,1,20,32,16,1.1214523315429688
19343,NoneType,False,entropy,8,0.35000000000000003,15,11,8,16,1.0434975624084473
19344,PCA,True,entropy,8,0.4,15,10,8,16,1.3485522270202637
19345,PCA,True,gini,12,0.2,18,20,256,16,2.7639248371124268
19346,PCA,False,gini,12,0.05,15,5,256,16,2.01157808303833
19347,NoneType,False,gini,12,0.1,10,14,128,16,1.317504644393921
19348,PCA,False,entropy,9,0.3,4,19,16,16,2.031208038330078
19349,NoneType,True,gini,10,0.1,17,7,32,16,0.5494542121887207
19350,PCA,False,gini,11,0.4,1,20,64,16,2.622365713119507
19351,NoneType,False,gini,11,0.35000000000000003,8,15,32,16,1.1473181247711182
19352,NoneType,True,gini,12,0.1,7,10,512,16,3.1221022605895996
19353,NoneType,False,entropy,NoneType,0.1,10,5,256,16,7.336086988449097
19354,NoneType,True,gini,NoneType,0.45,9,14,32,16,1.001138687133789
19355,NoneType,True,gini,12,0.15000000000000002,15,6,256,16,2.0514004230499268
19356,PCA,True,entropy,10,0.25,8,15,128,16,5.8524699211120605
19357,NoneType,True,entropy,9,0.3,19,12,128,16,5.475948333740234
19358,PCA,True,gini,11,0.05,17,18,8,16,0.8559665679931641
19359,PCA,True,gini,NoneType,0.4,3,20,8,16,1.0394079685211182
19360,PCA,False,gini,10,0.05,16,11,256,16,1.9362280368804932
19361,PCA,False,gini,12,0.45,7,16,256,16,8.170053243637085
19362,NoneType,False,entropy,12,0.15000000000000002,16,7,128,16,5.032083511352539
19363,PCA,False,gini,12,0.4,15,10,512,16,12.751331806182861
19364,NoneType,True,gini,12,0.2,13,4,64,16,0.849647045135498
19365,PCA,True,gini,12,0.25,14,2,256,16,3.3476016521453857
19366,PCA,False,entropy,8,0.45,2,15,8,16,1.7471601963043213
19367,NoneType,True,entropy,NoneType,0.4,17,17,64,16,3.7695932388305664
19368,NoneType,True,entropy,NoneType,0.3,20,10,16,16,1.0635833740234375
19369,PCA,True,entropy,11,0.2,14,16,8,16,1.0126659870147705
19370,PCA,True,entropy,11,0.05,13,12,256,16,3.454761028289795
19371,NoneType,True,gini,9,0.1,17,9,16,14,0.4074990749359131
19372,PCA,False,gini,10,0.4,3,2,512,14,16.4308078289032
19373,NoneType,False,entropy,8,0.1,7,2,512,14,16.128699779510498
19374,NoneType,True,entropy,10,0.3,9,3,256,14,13.172130823135376
19375,PCA,True,entropy,11,0.4,11,3,128,14,9.225770235061646
19376,PCA,False,entropy,9,0.1,9,14,16,14,1.3982479572296143
19377,PCA,True,entropy,10,0.35000000000000003,5,2,32,14,2.8093409538269043
19378,PCA,True,entropy,11,0.05,1,3,64,14,1.825819730758667
19379,PCA,False,entropy,12,0.2,1,18,16,14,2.052011489868164
19380,NoneType,False,entropy,9,0.15000000000000002,1,6,8,14,0.7989535331726074
19381,NoneType,True,entropy,10,0.2,1,19,512,14,20.638249397277832
19382,NoneType,False,entropy,12,0.1,1,4,512,14,18.641234636306763
19383,NoneType,False,entropy,10,0.4,1,7,256,14,32.67358708381653
19384,NoneType,True,entropy,12,0.45,2,2,32,14,3.1100900173187256
19385,NoneType,False,entropy,11,0.15000000000000002,3,2,16,14,1.2133724689483643
19386,NoneType,False,entropy,NoneType,0.1,1,8,256,14,9.463974475860596
19387,NoneType,False,entropy,9,0.45,1,19,256,14,35.265034914016724
19388,NoneType,False,entropy,NoneType,0.4,2,15,512,14,64.91993474960327
19389,NoneType,True,entropy,12,0.35000000000000003,1,7,128,14,8.916434288024902
19390,NoneType,False,entropy,11,0.4,2,10,256,14,32.36017346382141
19391,NoneType,False,entropy,NoneType,0.3,1,5,128,14,12.93470048904419
19392,NoneType,False,entropy,12,0.2,1,8,128,14,9.134068727493286
19393,NoneType,False,entropy,11,0.15000000000000002,1,18,32,14,2.0303075313568115
19394,NoneType,False,entropy,NoneType,0.4,2,12,64,14,8.544763326644897
19395,NoneType,False,entropy,NoneType,0.1,2,9,256,14,9.434131145477295
19396,NoneType,False,entropy,10,0.15000000000000002,2,5,512,14,26.265730619430542
19397,NoneType,True,entropy,NoneType,0.15000000000000002,1,20,128,14,4.329698801040649
19398,NoneType,False,entropy,9,0.35000000000000003,1,7,128,14,3.0
19399,NoneType,False,entropy,12,0.45,3,3,512,14,71.91763663291931
19400,NoneType,False,entropy,NoneType,0.2,4,17,512,14,34.06956338882446
19401,PCA,False,entropy,11,0.2,7,5,16,16,1.6521410942077637
19402,NoneType,True,gini,8,0.3,1,19,256,16,3.523662567138672
19403,NoneType,False,gini,12,0.4,16,14,32,16,1.1200923919677734
19404,PCA,True,gini,11,0.1,17,7,16,16,0.8193941116333008
19405,NoneType,True,gini,NoneType,0.45,1,11,32,16,1.0589659214019775
19406,NoneType,True,entropy,8,0.15000000000000002,18,7,128,16,3.040351390838623
19407,PCA,False,entropy,12,0.1,15,16,8,16,1.1332240104675293
19408,NoneType,True,entropy,9,0.1,10,3,32,16,0.9257252216339111
19409,NoneType,False,entropy,11,0.35000000000000003,1,7,128,14,14.641787767410278
19410,PCA,True,entropy,9,0.45,10,9,512,16,32.22407293319702
19411,PCA,False,gini,10,0.4,6,13,16,16,1.2643272876739502
19412,NoneType,False,entropy,12,0.15000000000000002,18,20,8,16,0.7492294311523438
19413,NoneType,False,gini,8,0.05,19,14,256,16,1.4316771030426025
19414,NoneType,False,gini,NoneType,0.45,1,11,512,16,16.54169988632202
19415,PCA,True,entropy,NoneType,0.3,15,13,8,16,1.1085999011993408
19416,NoneType,False,gini,8,0.3,8,10,512,16,9.764903545379639
19417,PCA,True,entropy,NoneType,0.45,17,2,8,16,1.2128956317901611
19418,NoneType,False,gini,10,0.3,13,20,128,16,2.760206937789917
19419,NoneType,False,gini,10,0.25,2,15,256,16,4.950836181640625
19420,NoneType,False,entropy,11,0.45,1,9,128,14,18.560930967330933
19421,NoneType,False,entropy,NoneType,0.25,1,18,64,16,4.9521191120147705
19422,NoneType,True,gini,12,0.05,15,20,16,16,0.4144401550292969
19423,PCA,True,entropy,NoneType,0.35000000000000003,15,11,128,16,6.954918622970581
19424,PCA,True,entropy,12,0.2,15,5,32,16,1.8415625095367432
19425,NoneType,True,gini,8,0.4,11,12,128,16,2.153480291366577
19426,PCA,False,gini,NoneType,0.3,10,8,64,16,2.156921625137329
19427,NoneType,False,gini,8,0.1,14,17,64,16,0.8525829315185547
19428,PCA,False,entropy,8,0.4,6,5,256,16,25.978152751922607
19429,PCA,False,entropy,NoneType,0.45,14,13,512,16,18.0
19430,NoneType,True,gini,11,0.3,3,5,64,16,1.2710559368133545
19431,NoneType,True,gini,10,0.05,20,3,512,16,2.0151524543762207
19432,PCA,False,gini,NoneType,0.35000000000000003,7,6,16,16,1.1405596733093262
19433,NoneType,True,gini,8,0.25,4,20,128,16,1.74139404296875
19434,NoneType,True,gini,9,0.15000000000000002,9,16,8,16,0.437868595123291
19435,PCA,False,gini,8,0.45,5,18,128,16,4.258655071258545
19436,PCA,False,gini,8,0.45,18,5,256,16,7.042542934417725
19437,PCA,True,entropy,11,0.35000000000000003,13,7,32,16,2.4306180477142334
19438,NoneType,False,entropy,12,0.25,6,2,32,16,2.6078946590423584
19439,NoneType,False,gini,8,0.2,3,6,512,16,7.171655893325806
19440,PCA,True,entropy,8,0.45,2,20,8,16,1.4450571537017822
19441,NoneType,False,entropy,8,0.15000000000000002,2,17,512,16,21.57806944847107
19442,NoneType,True,gini,11,0.25,3,20,512,16,5.932487487792969
19443,NoneType,False,gini,9,0.25,2,11,512,16,9.457453966140747
19444,NoneType,True,gini,10,0.05,1,14,512,16,2.443885564804077
19445,NoneType,False,gini,10,0.1,7,15,512,16,4.332882881164551
19446,NoneType,False,gini,9,0.1,20,14,512,16,3.8165221214294434
19447,NoneType,False,entropy,8,0.15000000000000002,14,15,512,16,19.156443119049072
19448,NoneType,True,gini,9,0.2,1,6,256,16,2.7139089107513428
19449,NoneType,True,entropy,12,0.15000000000000002,13,13,512,16,11.65826678276062
19450,NoneType,False,gini,11,0.15000000000000002,2,9,32,16,0.8433098793029785
19451,NoneType,True,entropy,NoneType,0.1,1,2,16,16,0.726128101348877
19452,NoneType,False,gini,9,0.05,2,20,128,16,0.9057352542877197
19453,NoneType,False,gini,10,0.1,10,7,512,16,4.10184645652771
19454,PCA,False,gini,NoneType,0.15000000000000002,2,3,512,16,7.243305683135986
19455,NoneType,True,gini,10,0.15000000000000002,11,4,64,16,0.8138391971588135
19456,NoneType,True,gini,9,0.15000000000000002,9,18,256,16,2.025139808654785
19457,NoneType,True,entropy,10,0.05,2,19,8,16,0.5059516429901123
19458,PCA,True,gini,8,0.15000000000000002,3,4,512,16,4.443403244018555
19459,PCA,True,entropy,9,0.05,2,15,32,16,1.2604024410247803
19460,PCA,False,gini,9,0.05,2,20,64,16,1.0025804042816162
19461,PCA,False,entropy,NoneType,0.1,2,2,512,16,18.06225872039795
19462,PCA,False,entropy,10,0.2,2,14,64,16,4.51767897605896
19463,NoneType,False,entropy,9,0.05,9,12,16,16,0.6093125343322754
19464,PCA,False,gini,12,0.3,1,2,256,16,6.713327646255493
19465,PCA,False,entropy,12,0.05,2,15,256,16,5.8363566398620605
19466,NoneType,False,gini,10,0.05,1,6,256,16,1.7592825889587402
19467,NoneType,False,gini,NoneType,0.15000000000000002,12,15,8,16,0.5218846797943115
19468,NoneType,False,entropy,11,0.4,1,2,256,16,27.96708655357361
19469,PCA,True,gini,NoneType,0.05,19,4,512,16,2.5152292251586914
19470,NoneType,False,entropy,12,0.1,1,18,32,16,1.4321942329406738
19471,NoneType,False,gini,9,0.45,1,9,512,16,15.653589010238647
19472,PCA,False,entropy,9,0.05,5,19,256,16,5.45792031288147
19473,PCA,False,gini,12,0.05,2,16,512,16,3.8521604537963867
19474,NoneType,True,entropy,12,0.1,1,20,512,16,9.856207609176636
19475,PCA,False,entropy,NoneType,0.2,8,2,128,16,7.530219793319702
19476,PCA,True,gini,9,0.3,1,7,512,16,7.66212010383606
19477,PCA,True,entropy,NoneType,0.4,1,8,512,16,32.9879949092865
19478,PCA,False,gini,10,0.05,10,15,128,16,1.4145123958587646
19479,NoneType,False,gini,10,0.15000000000000002,2,19,512,16,6.059471368789673
19480,PCA,True,gini,11,0.1,2,17,512,16,3.839669704437256
19481,NoneType,True,entropy,8,0.25,2,18,32,16,1.7115707397460938
19482,NoneType,False,gini,8,0.1,8,11,512,16,4.034523010253906
19483,PCA,False,gini,9,0.05,8,19,512,16,3.319094657897949
19484,PCA,False,gini,NoneType,0.45,2,12,256,16,8.719001531600952
19485,PCA,False,gini,12,0.2,12,6,256,16,4.117505311965942
19486,NoneType,False,gini,12,0.05,2,14,512,16,3.1391823291778564
19487,NoneType,False,entropy,9,0.1,8,19,512,16,14.645102977752686
19488,NoneType,True,gini,10,0.3,3,4,32,16,0.8224613666534424
19489,PCA,True,gini,10,0.15000000000000002,7,19,256,16,2.512773275375366
19490,PCA,True,gini,10,0.05,1,19,512,16,2.928980588912964
19491,NoneType,True,entropy,8,0.05,2,7,512,16,5.821303367614746
19492,NoneType,False,gini,NoneType,0.3,1,5,16,16,0.7218306064605713
19493,NoneType,False,gini,NoneType,0.1,2,4,8,16,0.5225591659545898
19494,NoneType,True,entropy,10,0.4,2,8,16,16,1.4275124073028564
19495,NoneType,True,entropy,8,0.1,1,3,512,16,9.927512168884277
19496,PCA,True,entropy,NoneType,0.1,4,2,128,16,3.327826738357544
19497,PCA,False,gini,11,0.05,13,11,32,16,1.00703763961792
19498,NoneType,True,gini,NoneType,0.05,10,8,16,16,0.4174034595489502
19499,PCA,False,entropy,11,0.05,1,17,32,16,1.4290826320648193
19500,PCA,False,gini,11,0.15000000000000002,17,2,256,16,3.3415017127990723
19501,PCA,True,entropy,10,0.05,5,5,256,16,3.7117068767547607
19502,NoneType,True,gini,NoneType,0.15000000000000002,1,18,256,16,2.249009370803833
19503,NoneType,False,entropy,11,0.1,1,13,64,16,2.3146958351135254
19504,PCA,False,entropy,NoneType,0.05,3,6,512,16,10.966275691986084
19505,NoneType,True,entropy,12,0.1,9,14,256,16,4.624996900558472
19506,NoneType,True,entropy,11,0.25,8,4,16,16,1.0069425106048584
19507,NoneType,True,entropy,8,0.05,4,6,256,16,3.0359396934509277
19508,NoneType,False,entropy,NoneType,0.1,19,2,512,16,12.963727235794067
19509,PCA,True,entropy,12,0.1,4,15,32,16,1.507549524307251
19510,NoneType,True,gini,12,0.05,14,2,64,16,0.6202182769775391
19511,PCA,True,entropy,NoneType,0.05,4,12,128,16,2.313563346862793
19512,PCA,False,gini,8,0.1,5,13,256,16,2.6283934116363525
19513,PCA,True,entropy,10,0.3,1,19,128,16,7.115908861160278
19514,NoneType,False,gini,8,0.2,7,11,512,16,6.776617765426636
19515,NoneType,True,gini,10,0.15000000000000002,1,17,16,16,0.5282998085021973
19516,PCA,True,gini,NoneType,0.2,1,7,64,16,1.4342381954193115
19517,NoneType,False,entropy,12,0.15000000000000002,4,14,8,16,0.7123253345489502
19518,NoneType,False,entropy,NoneType,0.4,1,16,16,16,2.131335973739624
19519,PCA,False,gini,10,0.05,2,14,16,16,0.9318552017211914
19520,PCA,False,gini,10,0.05,3,14,32,16,1.0119574069976807
19521,PCA,True,gini,12,0.1,18,17,256,16,2.033689498901367
19522,PCA,False,entropy,NoneType,0.3,6,11,512,16,40.80868625640869
19523,PCA,True,gini,9,0.1,6,16,128,16,1.4171111583709717
19524,PCA,False,gini,12,0.2,5,8,16,16,1.0167043209075928
19525,NoneType,False,entropy,12,0.15000000000000002,1,17,64,16,3.1193888187408447
19526,PCA,True,entropy,8,0.45,8,9,512,16,32.882426500320435
19527,PCA,True,gini,8,0.1,3,10,16,16,0.8062412738800049
19528,PCA,True,gini,8,0.2,9,19,128,16,1.9277153015136719
19529,PCA,False,gini,10,0.35000000000000003,3,3,512,16,13.135154962539673
19530,NoneType,True,gini,11,0.05,3,19,64,16,0.6554014682769775
19531,NoneType,False,gini,NoneType,0.2,9,6,512,16,7.049460172653198
19532,NoneType,True,entropy,NoneType,0.2,3,8,512,16,17.240883111953735
19533,NoneType,False,entropy,9,0.05,10,16,256,16,4.2525153160095215
19534,NoneType,False,gini,12,0.05,12,15,256,16,1.5096197128295898
19535,NoneType,True,entropy,8,0.45,1,9,64,16,4.9203245639801025
19536,PCA,False,gini,11,0.05,4,2,8,16,0.8246140480041504
19537,PCA,False,gini,NoneType,0.05,2,8,64,16,1.2223570346832275
19538,NoneType,False,gini,11,0.05,2,2,128,16,1.034022331237793
19539,PCA,True,entropy,NoneType,0.1,1,20,8,16,1.04225492477417
19540,NoneType,False,gini,NoneType,0.45,4,17,128,16,4.120892763137817
19541,NoneType,True,gini,11,0.1,2,20,256,16,1.8310801982879639
19542,PCA,True,entropy,11,0.05,1,4,512,16,7.475694894790649
19543,PCA,False,entropy,NoneType,0.15000000000000002,5,20,64,16,3.633948564529419
19544,PCA,False,entropy,NoneType,0.05,4,3,64,16,2.1146438121795654
19545,NoneType,False,gini,9,0.05,15,5,512,16,2.724961519241333
19546,NoneType,True,entropy,10,0.45,2,13,8,16,0.9319870471954346
19547,NoneType,True,entropy,8,0.4,6,14,128,16,8.031883955001831
19548,NoneType,True,entropy,10,0.1,11,4,32,16,0.9228236675262451
19549,NoneType,True,gini,12,0.1,5,12,16,16,0.5331509113311768
19550,PCA,True,gini,10,0.05,13,2,32,16,0.8010303974151611
19551,PCA,True,gini,8,0.05,5,3,32,16,0.9133193492889404
19552,PCA,True,entropy,10,0.15000000000000002,9,2,64,16,2.3256731033325195
19553,PCA,True,gini,NoneType,0.15000000000000002,2,4,256,16,2.8335258960723877
19554,NoneType,False,gini,11,0.15000000000000002,3,20,16,16,0.5246648788452148
19555,NoneType,True,entropy,11,0.3,4,2,32,16,1.9246759414672852
19556,NoneType,False,entropy,12,0.1,12,19,64,16,2.106140613555908
19557,PCA,True,entropy,9,0.2,1,20,64,16,3.019516944885254
19558,PCA,False,entropy,9,0.1,7,19,64,16,2.835982084274292
19559,NoneType,False,entropy,NoneType,0.2,9,18,256,16,13.22655463218689
19560,PCA,False,gini,8,0.4,1,2,8,16,0.9131956100463867
19561,PCA,True,entropy,12,0.05,7,2,256,16,3.739992141723633
19562,PCA,True,gini,11,0.35000000000000003,5,19,16,16,0.9970378875732422
19563,PCA,False,entropy,NoneType,0.15000000000000002,1,16,512,16,23.6670663356781
19564,PCA,True,gini,12,0.15000000000000002,8,2,64,16,1.2479948997497559
19565,PCA,True,gini,NoneType,0.05,6,15,256,16,1.8054163455963135
19566,NoneType,False,gini,12,0.15000000000000002,13,5,8,16,0.5065343379974365
19567,PCA,False,gini,10,0.35000000000000003,2,18,64,16,2.4123952388763428
19568,NoneType,True,entropy,NoneType,0.25,3,19,32,16,1.7155745029449463
19569,PCA,True,entropy,8,0.15000000000000002,1,14,512,16,14.539565324783325
19570,NoneType,False,gini,12,0.05,4,3,16,16,0.5185494422912598
19571,PCA,False,gini,11,0.15000000000000002,4,4,16,16,0.9271950721740723
19572,PCA,False,entropy,8,0.05,19,15,512,16,8.546040773391724
19573,PCA,True,entropy,8,0.05,1,9,256,16,3.7214972972869873
19574,NoneType,True,entropy,11,0.05,2,11,16,16,0.6045589447021484
19575,NoneType,False,entropy,8,0.2,18,18,128,16,6.253016233444214
19576,PCA,True,gini,12,0.15000000000000002,3,18,8,16,0.9243488311767578
19577,PCA,False,entropy,8,0.15000000000000002,1,4,256,16,12.049202919006348
19578,PCA,False,entropy,NoneType,0.2,18,10,512,16,24.56159234046936
19579,PCA,False,entropy,8,0.05,3,20,16,16,1.0072171688079834
19580,PCA,True,gini,11,0.3,7,2,16,16,0.9177358150482178
19581,PCA,True,gini,NoneType,0.05,2,20,128,16,1.2166180610656738
19582,PCA,False,entropy,9,0.05,17,18,256,16,4.818034887313843
19583,PCA,True,entropy,8,0.1,10,9,512,16,9.747249364852905
19584,PCA,False,gini,NoneType,0.05,6,18,256,16,2.115204334259033
19585,NoneType,False,gini,NoneType,0.25,8,11,256,16,4.623804569244385
19586,NoneType,True,entropy,12,0.45,7,2,512,16,33.56438899040222
